"id","profileName","text","date","title","rating","images","helpful"
"R3V7MMJF3JLXH5","King Larry","I bought this book to learn python based on the 4000+ reviews which are mainly positive, but my copy had a poor print quality from the start and the content is now out of date. Although this book is clearly one of the best sellers, newer books with a better print quality and more up to date content have been released at similar prices.","Reviewed in the United Kingdom on April 10, 2021","There's better quality Python books available",2,"",1
"R3LB4YRQ4GEAUP","Matt","I’m a software engineer and need to learn python for my job. I prefer books and this is a rather good book. Bought this in conjunction with another Python book and was writing basic programs in the language by the end of the first day. Very good book for those needing to learn Python.","Reviewed in the United Kingdom on June 30, 2020","It’s a good book",4,"",1
"R3PUH5TYM1EH2Q","Amazon Customer","Partner is loving this book. The learning is set out in bite sized sections followed by a, Your turn, practical section to consolidate the learning. Hes loving the geekiness on his Raspberry Pi","Reviewed in the United Kingdom on June 20, 2020","Coding dreams",5,"",1
"R5PER0HO1URHZ","Amazon Customer","Did my research before buying and glad I landed on this book. Of all the beginner level materials I've read on Python, I had the easiest time absorbing and staying focused on this (that's including the textbooks for my CS degree). I can see though, as other reviewers have said, that the spine isn't very well joined to the pages - however, I'm going to be very careful with it and maybe I'll be lucky with my copy.","Reviewed in the United Kingdom on November 28, 2020","Engaging and motivating format",5,"",0
"RKRR98BDKDQWX","Joseph","I'm just blown away by how easy to digest this book is. I would absolutely recommend this to anyone who is looking to learn python.It's also well structured if you're just looking for a reference guide. I'm sure I'll be still be using it from time to time once I've read the whole thing.The build quality is a bit meh (it looks like somebody cut the top edge of my binding with a rough hacksaw) but I can look past it. The text within the book itself is perfectly fine.","Reviewed in the United Kingdom on April 5, 2022","A must have, if you can look past the build quality",5,"",0
"RL54ZQ078DV9Z","Si","None of the ""Try it yourself"" exercises have answers so if you get stuck, that's it really. The author's advice to ""take 5 minutes and have a think about it"" or ""go on the Python forum"" is not helpful. I work on an IT helpdesk and if that was how I assisted my customers, I'd soon be out of a job.","Reviewed in the United Kingdom on July 23, 2021","Frustrating",2,"",0
"R314E1I02AL724","Spaniasc","By far the most amazing book I have read up until now. Half of the book goes over the fundamental concepts that everyone must be aware of, and on the other half you get the chance to implement all the acquired knowledge to three amazing projects.If I had to buy just one book, I would surely buy this one!","Reviewed in the United Kingdom on January 2, 2022","A must read for every beginner - intermediate pythonista!",5,"",0
"R2U45SAQ1BUYQK","Ervinas","Starting in Python was very easy thankful to this book. It has helped me understand what variables are, strings, classes etc.I would highly recommend this to anyone starting in Python or just programming in general since it starts from the very basics up to the stuff that professional!Although, the projects can get a little tricky and hard to understand, especially the Alien Invasion as it dives straight into pygame without any strong background and how it really works.","Reviewed in the United Kingdom on December 3, 2020","A VERY good beginners book!",5,"",0
"R1N30HI8N1G26Z","Paul Ambler","This book is well presented, and provides detailed information about each example.  There are a lot of opportunities to try out what you just learned throughout.  This is the best Python book I have read so far.  If your not sure its right for you, download a free kindle sample, it gives you the first 3 full chapters.  I did that, and ended up buying the book once I had finished the second chapter.","Reviewed in the United Kingdom on January 17, 2021","Fantastic (Kindle versoin)",5,"",1
"R3VRJKB0VUX4AY","NorthernSage","This is one of the better Python books I have read, its well paced and clear in it's wording. I bought it on the kindle .  I can go back to it at any point and use it as a reference guide as my skills developed.","Reviewed in the United Kingdom on May 18, 2021","Well Paced book.",5,"",0
"RZWGP9JWJKH47","Gin","Great book! Really helpful and came in perfect condition.","Reviewed in the United Kingdom on June 19, 2019","A very good book",5,"","2"
"R2W9W6WJL5KTE2","Ben","A very well written book with good code examples, relatable explanations and some great exercises. This book will help you get started and it also becomes a great reference book to return to when you need a refresh or a reminder.","Reviewed in the United Kingdom on June 27, 2021","Well Written",5,"",0
"R10TNES2A7O41Q","Grace","I absolutely love this book! Was recommended to me by a friend. I before beginning it I took the python 3 course on code academy. However, I still had a million and 1 questions! But the moment I used this book all my questions were answered, and more. I now have a great foundation with which I can go on to learn more advanced techniques. So, it's a 10/10 for me.","Reviewed in the United Kingdom on May 2, 2021","A Great Way to Learn Python",5,"",0
